y       x1     x2     x3     x4      x5      x6 
0.4988 0.526 -0.0303 0.5762 -1.2366 0.4797 -0.7995
0.552 -0.2243 0.9995 0.9009 -0.7643 -0.7534 -0.6049
0.5736 1.3845 -1.588 -0.1685 -0.3711 1.0846 -0.7308
0.5952 -1.1504 0.9543 -1.8256 -0.614 0.3135 1.8419
0.6168 0.7353 0.6356 -2.2536 0.4976 -0.0289 0.0069
0.6385 -0.9273 -1.0408 1.7547 0.0963 0.0257 -0.3442
0.6601 0.5461 -0.4195 -1.9845 1.1016 0.5437 -0.1804
0.6318 -0.4703 0.5214 -0.3518 0.2414 0.4415 -0.7337
0.7116 -1.6589 -1.2196 3.349 -0.0894 0.6949 -1.3627
0.7648 -0.7977 -1.5838 2.3775 -0.8672 1.7211 -1.0786
0.7864 -1.0842 0.1642 1.9415 -0.3313 -1.379 0.4425
0.808 -1.3731 0.2642 1.8682 0.0864 0.0454 -1.1267
0.8296 0.0709 -0.2954 -2.9838 0.8452 0.8707 1.2867
0.8512 -0.6296 -0.4214 0.2302 -0.0264 0.064 0.554
0.8729 0.7218 -0.5495 -3.2489 1.6873 0.4858 0.7313
0.8445 -0.1556 -1.4646 2.3755 -0.0717 0.1756 -0.9822
0.9243 0.7184 -2.2804 2.3977 1.1266 -1.1732 -0.7895
1.1903 0.4189 0.0639 1.8142 -0.8402 -0.3931 -0.853
1.2119 -1.4282 0.0598 1.1487 0.9078 -0.0456 -0.4437
1.2336 -0.5313 0.0806 1.0997 0.7274 0.5247 -1.6783
1.2552 -0.6835 -0.3609 3.1367 -1.2108 -0.8074 0.1036
1.2768 0.6437 -1.2769 -1.4606 1.058 -0.0126 1.2896
1.2984 -0.6823 0.7341 5.0038 0.1337 -2.3707 -2.6062
1.2928 -1.3515 0.0687 3.4119 -2.5535 0.1855 0.3906
1.2871 0.295 -0.8193 -0.193 1.0484 -0.3994 0.3377
1.2814 -0.3053 -1.0614 -2.6644 -0.2058 2.2062 2.2697
1.2758 -1.133 1.5184 -3.3154 1.144 1.6547 0.3884
1.2701 -0.445 0.8984 1.2014 -0.2723 -0.3846 -0.7222
1.3077 0.6103 0.3564 1.9709 -0.4528 -1.6768 -0.495
1.3453 -0.4834 -0.158 -0.0162 -0.2062 0.2698 0.8972
1.3828 1.3314 0.7357 -4.2804 1.6621 0.3561 0.5804
1.4204 0.5102 0.3971 -0.2094 2.1181 -0.1253 -2.2769
1.458 -0.1428 0.6439 -3.2696 0.9842 1.1062 1.05
1.3499 0.8902 1.134 -2.4984 1.0571 -0.5228 0.3372
1.3715 1.0602 0.2965 -1.9892 -0.7517 0.5379 1.2153
1.3931 0.7355 -1.2943 -0.2695 0.9956 0.3563 -0.1124
1.4148 -0.3126 -0.2207 -0.6711 0.9337 0.5376 0.1129
1.4364 -0.6022 0.1571 0.3778 -0.8376 -0.5235 1.7586
1.458 -0.4463 -0.1775 0.0316 0.9129 -0.735 0.7864
1.4211 -0.5145 1.1481 0.9329 0.4723 -1.1766 -0.4458
1.4451 1.4016 0.4709 -0.8673 0.0452 -0.905 0.303
1.4692 -0.8872 0.4351 0.038 -1.2687 -0.1611 2.2091
1.4932 -0.3657 -0.0614 1.4772 -0.2182 -0.7116 0.29
1.4932 0.0279 0.0289 0.6521 0.0153 0.9233 -1.2158
1.4254 0.2743 1.1298 -0.9572 0.065 -0.427 0.3488
1.5155 0.3729 0.1947 -0.1414 0.001 0.4789 -0.4601
1.4297 -0.099 0.9966 -1.0614 0.2757 0.0441 0.2878
1.5378 0.6852 0.2773 -1.4858 -0.5857 1.5455 0.0152
1.4829 1.3442 -0.4989 -2.4742 -0.6206 1.254 1.5083
1.591 0.6004 2.0003 -4.9257 2.5222 -0.0515 0.3968
1.5361 1.5976 1.7188 -0.783 -0.3719 -0.0588 -1.5201
1.6442 -1.8888 0.4876 -0.0319 0.1209 1.4102 0.414
1.5584 0.362 -0.5465 2.9569 -0.5102 -0.1261 -1.5537
1.6485 0.0647 0.1827 3.8286 -1.7089 -1.3513 -0.4717
1.5807 0.3676 -0.9175 -2.8111 1.5046 0.8059 1.6604
1.5807 -0.3295 -0.2935 0.1121 1.7255 -0.8962 0.2867
1.6047 -0.4297 0.7748 1.7037 -0.9627 -2.3802 1.8345
1.6287 0.7534 0.2124 1.6836 -0.6439 -1.0564 -0.3604
1.6528 0.4196 -0.4395 1.0471 -0.4161 -0.2271 0.2016
1.6159 -0.1062 0.8025 4.2841 -0.7904 -0.9064 -2.6504
1.6375 -0.0006 -0.4947 -0.1807 0.1828 0.854 0.2789
1.6591 -0.2741 -0.1092 1.8294 0.1538 -0.7288 -0.2362
1.6807 0.1162 0.5075 1.9939 -1.1043 -0.0639 -0.8277
1.7024 1.1541 0.2348 -0.388 -0.6325 0.462 -0.1817
1.724 1.0423 0.6399 -4.1656 2.2197 -0.4971 1.442
1.6824 0.2145 -0.072 0.1997 0.8622 -0.4532 -0.0292
1.7905 -1.3154 -0.9281 2.39 -0.4092 0.6901 0.2443
1.7489 0.7356 0.6586 -1.528 0.4544 -1.316 1.7709
1.857 -0.5279 0.7976 0.7375 0.2569 -0.1881 -0.3172
1.7712 -1.4483 -0.3412 1.3034 0.6803 -0.2466 0.812
1.8613 -1.2927 -0.1314 1.2032 -0.0395 0.1872 0.8223
1.7935 2.2676 -1.0846 -0.0395 -0.6268 1.2667 -0.9386
1.7935 0.1454 -0.6695 0.2878 0.746 0.2552 0.0497
1.8175 -0.9431 -1.5649 1.618 0.4414 -0.1472 1.3791
1.8415 0.0216 -0.0341 1.8645 -1.0356 -0.2139 0.1744
1.8655 -0.6973 0.5133 2.719 -0.1154 -1.1172 -0.5233
1.8287 -0.1771 -1.5994 2.074 0.1049 0.6418 -0.1868
1.8503 0.6964 1.1632 -1.9293 -0.2316 0.4755 0.6724
1.8719 0.3648 -0.5977 1.0692 -1.2216 -0.9977 2.207
1.8827 -0.3681 0.2727 -2.2567 -0.396 1.5001 2.0653
1.8935 0.8556 -0.9547 0.7543 -0.4605 -0.905 1.5641
1.9151 0.1802 1.2373 -0.8589 0.3885 -0.6458 0.5456
1.9368 1.8128 1.4088 -1.3873 -1.9665 0.3664 0.6051
1.9359 -0.0196 0.6249 0.7987 -0.1318 -1.3217 0.9381
1.9084 -1.5287 -0.5822 2.5865 1.8878 -0.1219 -1.301
2.0166 1.0443 -0.7813 0.3202 0.3546 -0.064 0.0862
1.9891 1.4695 1.2566 -1.8975 -2.0017 1.7734 0.34
1.9882 -0.2862 -0.71 -1.1873 1.9282 1.6217 -0.326
2.0963 -0.5179 -0.5303 5.419 -0.1796 -2.2413 -0.9457
2.0414 0.0617 -1.8668 2.8752 0.1326 0.4497 -0.5726
2.0631 -0.8878 -1.1365 1.4647 0.6394 0.042 0.932
2.0847 0.2946 -0.0805 1.1042 1.6351 -0.8797 -0.9717
2.1063 -1.2745 -0.0565 2.4107 -1.9937 0.1367 1.7655
2.1279 0.1099 -0.0235 2.1862 -1.0835 -0.5006 0.3539
2.1495 -0.2318 -0.173 -0.9636 0.9513 2.2786 -0.784
2.1212 2.5064 -0.2686 -2.1591 0.0262 0.4611 0.6245
2.201 0.072 -1.3728 1.8571 0.0134 0.0122 0.6442
2.2722 0.0079 0.9176 -0.268 -0.6444 -0.23 1.4634
2.3263 0.4985 -1.0545 2.1497 1.5797 -0.5724 -1.275
2.3353 1.4643 -1.3418 -0.6037 0.8743 -0.5259 1.4501
2.3443 1.2578 -1.0368 1.8323 0.8811 -0.2797 -1.3245
2.2765 2.4432 0.1234 -0.1246 0.2419 -1.4019 0.0589
2.3306 -2.5604 -0.1023 4.6801 1.0415 -0.271 -1.5262
2.3666 0.0663 1.2031 0.2035 -0.3818 1.1786 -0.9897
2.2808 0.4264 -0.1111 0.2396 1.367 0.1203 -0.7049
2.3349 1.1064 0.4009 0.2569 -0.5984 0.5837 -0.4367
2.3889 1.4473 0.0268 -2.6739 0.4851 0.6273 1.4154
2.334 0.2195 -0.9791 -0.1747 1.1176 0.4538 0.7402
2.3881 0.4433 0.7771 1.0487 -0.634 -0.0705 -0.2168
2.4421 -0.6373 -0.657 2.7855 0.0921 -0.2173 -0.0206
2.3872 -0.3637 -0.9572 2.8199 -0.7442 0.5812 0.0552
2.4413 1.0705 -0.8792 0.8348 -0.305 0.6809 0.0263
2.4953 -0.5894 -0.3225 2.8575 -0.4326 0.8787 -0.9969
2.4095 -0.7217 1.838 -1.127 0.3686 0.047 0.9868
2.4455 -0.8304 -0.3676 4.3305 -0.3083 -1.875 0.4472
2.4996 -0.142 -0.7205 2.0199 0.6771 0.0665 -0.4657
2.4318 2.4797 -1.5601 0.7708 -0.1438 0.2796 -0.3323
2.4408 2.4047 -0.4591 -0.6727 -0.3963 0.8112 -0.2076
2.4498 -1.2011 2.4432 0.1457 0.9172 -0.9789 0.081
2.5039 0.3898 -2.3229 1.6529 0.9151 1.3307 -0.4917
2.6798 0.9109 -0.9843 1.1373 1.2304 -0.2327 -0.3151
2.7174 0.6522 0.3876 -1.8336 0.8176 1.2554 0.4562
2.7549 -0.0058 -0.8945 5.0175 0.6731 -1.8101 -1.2243
2.7557 0.2941 -0.649 0.9224 1.4744 0.2796 -0.5446
2.7925 2.4526 -1.6656 3.0509 -0.5573 -0.4049 -1.0699
2.8301 -1.0128 -0.7203 5.0834 -3.3443 0.0799 1.5916
2.7956 -0.7313 -0.4773 2.7759 0.3296 0.8432 -0.9627
2.8677 -2.9189 0.4741 3.5537 0.9543 -0.4508 0.1168
2.862 0.583 -0.5655 1.5598 1.6524 -0.4567 -0.9289
2.8564 0.2961 -0.3698 -1.5308 1.2202 1.6077 0.6107
2.8355 0.3754 -0.4199 2.2407 0.2109 -0.2198 -0.3531
2.8507 -0.6477 1.2159 0.9331 -0.4535 0.2498 0.4955
2.845 0.2714 -0.6325 4.0372 -0.6334 -0.4668 -0.7303
2.8394 -0.0032 1.5966 1.7897 -0.4999 -0.631 -0.4106
2.8926 -0.6795 2.166 1.3647 -0.6051 0.8675 -1.2331
2.9142 -0.2388 0.3371 2.4422 0.7708 -1.2575 -0.136
2.9358 -0.8779 -1.1141 5.4096 -1.2123 0.7694 -1.0887
2.9466 -0.1573 -2.1754 -0.7438 2.2677 0.9662 1.7896
2.9574 1.8361 1.5526 0.4069 -0.6708 -1.1138 -0.0823
2.979 0.9336 0.8126 -1.4401 1.276 -0.357 0.7166
3.0007 -0.95 0.7751 2.988 -0.3762 0.4239 -0.9749
3.0131 2.3792 1.0067 -0.4409 -0.659 -0.5799 0.3012
3.0672 0.6535 -0.5638 2.5362 -0.4225 -0.2956 0.0788
3.0264 -0.8145 1.0289 1.5496 0.8246 -1.2374 0.6256
3.0393 -0.6781 -1.078 3.8158 -0.5399 0.1709 0.3207
3.0796 -0.2863 -0.2506 1.735 2.3229 -1.3161 -0.1253
3.1337 0.1612 -0.3977 1.7565 1.842 -0.5048 -0.7713
3.1019 1.0125 0.6902 1.5908 -1.9526 0.3162 0.3804
3.1379 -0.362 -2.3543 3.5561 0.4881 -0.7158 1.4505
3.0521 -0.6373 1.0279 2.1891 -0.7746 -1.0103 1.2339
3.1242 -1.7825 -0.4471 2.5539 1.3983 0.2042 0.1314
3.1332 -0.9754 -2.0147 2.3369 -0.0503 1.2689 1.4855
3.1422 -0.1874 0.6168 3.0441 -0.6095 0.7178 -1.5199
3.1053 0.0234 -0.6832 3.8947 0.2018 -1.3617 0.0565
3.127 -0.4451 0.9884 2.5608 -0.5603 -0.321 -0.1239
3.1486 0.0698 -0.0787 1.3953 0.252 -0.0027 0.4903
3.1594 -1.3334 -0.8732 4.0501 -0.8204 0.9478 0.1148
3.1702 0.048 -0.3756 -0.4737 1.2233 0.9622 0.7574
3.1918 -0.9429 -1.9162 3.5327 1.5121 -0.0531 0.0086
3.2134 -0.7575 0.583 -0.0787 0.7329 0.5766 1.0522
3.2126 0.4334 -0.0031 2.4508 -0.4259 -0.2169 -0.0597
3.1851 -0.0862 0.1786 -2.7473 2.2706 1.3347 1.2786
3.2932 0.4576 0.0633 2.6585 0.7175 -0.2185 -1.4444
3.2658 2.6694 0.3533 -2.8312 -0.3352 1.5029 0.9114
3.2649 -0.2647 -1.868 4.804 -0.7507 0.833 -0.4744
3.373 0.3246 -0.1215 2.8275 -0.5552 -1.0798 0.8791
-0.8601 0.5797 -1.5704 1.498 -0.2855 -1.4362 0.2775
-0.8601 0.4235 1.7561 -9.1332 1.0991 2.0991 2.7989
-0.8601 0.0763 -1.7142 1.1089 0.8808 -0.9085 -0.3658
-0.86 -0.3402 -2.7531 0.7134 -0.1054 0.803 0.733
-0.8587 2.199 0.3602 -2.4301 0.2106 -0.8315 -0.4093
-0.8489 -0.1315 -1.4621 1.1557 0.0649 -0.684 0.1223
-0.7952 1.4014 0.41 -3.965 -0.3099 0.6743 0.9161
-0.5626 1.791 0.3092 -0.2869 -0.7107 -1.8378 0.1027
0.2768 -1.0364 -0.4466 0.3259 -0.3505 -0.9055 2.5535
2.9061 -1.098 -0.0986 5.4963 0.5653 -1.4531 -0.6118
0.1781 -0.0423 -0.5834 -1.8711 0.1564 1.2047 0.1867
2.8074 -0.6871 -1.5333 4.872 0.0611 -0.372 -0.6666
3.6468 -0.7962 -1.2823 -0.7554 2.0927 0.9529 2.3103
3.8794 0.7297 -1.325 2.0047 -0.0796 0.7172 0.7138
3.9331 -1.3445 -0.5002 4.8966 0.5242 -0.8426 0.0477
3.9429 0.2766 1.0337 1.1042 1.4722 0.1917 -1.239
3.9442 0.3309 -0.748 4.2844 -1.7126 0.7797 -0.1427
3.9443 -1.4545 1.8004 3.5388 0.4239 -0.2678 -1.2584
3.9443 0.3181 -0.213 4.3231 -1.8874 0.7474 -0.5006
3.9443 -0.2865 0.9929 2.1375 -1.9752 0.1303 1.7516
-0.8601 1.2968 0.985 -2.3223 -0.9821 -0.2123 0.2844
-0.8601 -0.543 -0.1673 3.684 -0.5558 -1.5369 -1.8405
-0.8601 0.4339 -0.4007 0.2544 -0.0626 -0.3023 -0.8589
-0.8601 -1.2779 -0.5692 0.9324 0.7232 -0.5372 -0.2331
-0.8601 -1.5099 0.5476 -1.8055 0.1541 0.3299 1.2896
-0.8596 -0.8469 1.5145 -0.7595 -0.2998 0.3307 -0.9181
-0.8564 0.0087 -0.422 -0.847 0.6884 0.6314 -0.9911
-0.8391 1.3196 -0.6114 0.2262 0.0005 -0.9601 -0.8896
-0.7656 -0.634 1.5986 -2.1763 0.0137 0.4824 -0.259
-0.5048 0.2458 0.5721 -5.6848 1.4521 2.719 -0.2302
3.5889 1.4287 0.2587 -0.4982 0.1312 -0.2476 1.754
3.8498 -0.9264 -1.1048 4.5315 1.5131 -0.3671 -0.8189
3.9232 0.466 0.4665 3.2331 0.218 -1.268 -0.2944
3.9406 -1.1042 0.2109 4.4765 0.4184 -0.1141 -1.089
3.9438 0.1776 -0.6134 1.5359 -0.4777 0.896 1.2803
3.9442 -0.1789 -0.1405 1.9059 1.1039 0.8597 -0.7213
3.9443 0.3439 0.086 2.1068 0.6105 0.3833 -0.7003
3.9443 0.5723 1.2192 3.9442 -1.6233 -0.1134 -1.2057
3.9443 -0.5522 -0.9411 1.0814 1.1182 0.3464 1.7571
3.9443 0.0338 0.4266 4.5403 -1.0414 0.1597 -1.3213
